Sira_ID,API_ID,Urun_Ismi,Urun_Barkodu,Muadil_Barkodlari,Gorsel_Path
143,604,BRICANYL DUO SURUP,8699786570214,"[""8680400771193"", ""8699569570295"", ""8681725054701"", ""8699580570144"", ""8680400771193"", ""8699569570295"", ""8681725054701"", ""8699580570144""]","[""images/604/1.jpg"", ""images/604/2.png""]"
144,608,BROKSIN 150 ML SRP,8699772570525,[],"[""images/608/1.png"", ""images/608/2.png"", ""images/608/3.png""]"
145,613,BRONKOLIN 300 MG 50 TB,8699587031341,"[""8699540170506""]","[""images/613/1.png""]"
146,620,BUCO-BLUE 15 ML DAMLA,8680133000034,[],"[""images/620/1.png"", ""images/620/2.png""]"
147,626,BULK VANILYALI 400 GR,7331563111401,[],"[""images/626/1.png""]"
148,628,BURAZIN  SPREY,8699512540016,"[""8699563544902"", ""8682109004022"", ""8680760540101"", ""8680177693506"", ""8699563544902"", ""8682109004022""]","[""images/628/1.png"", ""images/628/2.jpg""]"
149,633,BUSCOPAN 20 MG/ML 6 AMP,8683060750065,"[""8681332750096"", ""8681332750096""]","[""images/633/1.png"", ""images/633/2.png""]"
150,634,BUSCOPAN 10 MG 20 DRJ,8683060120011,"[""8680381900216"", ""8680381900216""]","[""images/634/1.png"", ""images/634/2.png"", ""images/634/3.png""]"
151,636,BUSCOPAN PLUS 20 TB,8683060090048,"[""8699525091918"", ""8699569090342""]","[""images/636/1.png"", ""images/636/2.jpg"", ""images/636/3.png""]"
152,637,BUSPON 5 MG 50 KAP,8699525150103,[],"[""images/637/1.png""]"
153,639,BUTOPAN 10 MG 20 DRJ,8680381900216,"[""8683060120011"", ""8683060120011""]","[""images/639/1.jpg"", ""images/639/2.jpg""]"
154,643,CABRAL 800 MG 3 AMP,8699559750010,[],"[""images/643/1.jpg"", ""images/643/2.png""]"
155,657,CALCIUM SANDOZ.VIT-C 10 TB,8699516028572,[],"[""images/657/1.jpg""]"
156,662,CAL.PICKEN 10 ML 5 AMP,8699587751324,"[""8697637750211"", ""8697637750211""]","[""images/662/1.png""]"
157,671,CANDEREL 18 MG 300 TB,8699543070032,[],"[""images/671/1.png""]"
158,675,CANESTEN 20 GR KREM,8699546350940,[],"[""images/675/1.png""]"
159,685,CARDURA 2 MG 20 TB,8699532011114,"[""8699525013309"", ""8699525013309""]","[""images/685/1.png"", ""images/685/2.png""]"
160,686,CARDURA 4 MG 20 TB,8699532011121,"[""8699525013316"", ""8699532015983"", ""8699525013316"", ""8699532015983"", ""8699532035486""]","[""images/686/1.png"", ""images/686/2.png""]"
161,695,CASODEX 50 MG 28 TB,8699586094286,"[""8699828090137"", ""8699650982266"", ""8699828090137"", ""8699650982266""]","[""images/695/1.png"", ""images/695/2.png"", ""images/695/3.jpg""]"
162,696,CATAFLAM 50 MG 20 DRJ,8699504120097,"[""8699566125429"", ""8699514129110"", ""8699772120102"", ""8699566125429"", ""8699504040012"", ""8699514129110"", ""8680760120037"", ""8699525134028"", ""8699511120011"", ""8698978090035"", ""8699772120102""]","[""images/696/1.png""]"
163,704,CEFAKS 250 MG 10 TB,8699525092762,"[""8699525093165"", ""8699569090113"", ""8699525093165"", ""8699569090113""]","[""images/704/1.png"", ""images/704/2.png"", ""images/704/3.png""]"
164,705,CEFAKS 500 MG 10 TB,8699525092779,"[""8699525093141"", ""8699525093158"", ""8699569090489"", ""8699569090076"", ""8699540091023"", ""8699540091054"", ""8699540091030"", ""8699525093141"", ""8699525093158"", ""8699569090489"", ""8699569090076"", ""8699540091023"", ""8699540091054"", ""8699540091030""]","[""images/705/1.png""]"
165,728,CELESTONE  1 AMPUL,8683280337039,"[""8699828750406"", ""8699828750406""]","[""images/728/1.png""]"
166,743,CIBACEN 10 MG 28 TB,8698856090065,[],"[""images/743/1.png"", ""images/743/2.jpg"", ""images/743/3.png""]"
167,745,CIBADREX 10/12.5 MG 28 TB,8698856090072,[],"[""images/745/1.png"", ""images/745/2.jpg"", ""images/745/3.png""]"
168,746,CIBADREX 5/6.25 MG 28 TB,8698856090089,[],"[""images/746/1.jpg"", ""images/746/2.png"", ""images/746/3.png""]"
169,750,CIFLOSIN 750 MG 14 TB,8699525092793,"[""8699559090475"", ""8699508090501"", ""8681801090494"", ""8699578090432"", ""8699717090071"", ""8699559090475"", ""8699508090501"", ""8681801090494"", ""8699578090432"", ""8699717090071""]","[""images/750/1.png""]"
170,753,CIPRAM 20 MG 28 TB,8699795090567,"[""8699514091820"", ""8699514091813"", ""8699514091820"", ""8699514091813""]","[""images/753/1.png"", ""images/753/2.png""]"
171,754,CIPRASID 500 MG 14 TB,8699559090345,"[""8699525093059"", ""8681801090470"", ""8699578090425"", ""8699717090040"", ""8699525093059"", ""8681801090470"", ""8699578090425"", ""8699717090040""]","[""images/754/1.jpg"", ""images/754/2.jpg""]"
172,755,CIPRO 250 MG 14 TB,8699578090418,[],"[""images/755/1.jpg"", ""images/755/2.jpg"", ""images/755/3.png""]"
173,756,CIPRO 500 MG 14 TB,8699578090425,"[""8699525093059"", ""8699559090345"", ""8681801090470"", ""8699717090040"", ""8699525093059"", ""8699559090345"", ""8681801090470"", ""8699717090040""]","[""images/756/1.jpg"", ""images/756/2.png""]"
174,772,CITANEST 20 ML FLK,8699874080496,"[""8699606774693"", ""8699606774693""]","[""images/772/1.png"", ""images/772/2.jpg"", ""images/772/3.jpg""]"
175,779,CLARICIDE 500 MG 14 TB,8699569090311,"[""8699536090146"", ""8699508090471"", ""8699559090499"", ""8681801090289"", ""8699525092717"", ""8699828090090"", ""8699717090125"", ""8699548090479"", ""8681911090070"", ""8699536090146"", ""8699536030029"", ""8699536030036"", ""8699508090471"", ""8699559090499"", ""8681801090289"", ""8699536030104"", ""8699525092717"", ""8699828090090"", ""8699717090125"", ""8699548030864"", ""8699548090479"", ""8681911090070""]","[""images/779/1.png"", ""images/779/2.png""]"
176,781,CLARITINE 10 MG 20 TB,8699546015634,[],"[""images/781/1.png"", ""images/781/2.png""]"
177,785,CLEOCIN %2 VAJINAL 40 GR KREM,8681308361004,[],"[""images/785/1.png"", ""images/785/2.png""]"
178,788,CLEOCIN 150 MG 16 KAP,8681308151001,"[""8699508150120"", ""8699569150015"", ""8699508150120"", ""8699569150015""]","[""images/788/1.png"", ""images/788/2.png""]"
179,790,CLEOCIN-T 30 ML SOL,8681308651013,[],"[""images/790/1.png""]"
180,796,CLIACIL MEGA 1.2 MG 20 TB,8699809091108,[],"[""images/796/1.png""]"
181,797,CLIACIL 150 ML SRP,8699809571105,[],"[""images/797/1.png""]"
182,800,CLIMEN 21 DRJ,8699546124435,[],"[""images/800/1.png"", ""images/800/2.jpg""]"
183,801,CLIN 150 MG 16 KAP,8699508150120,"[""8681308151001"", ""8699569150015"", ""8681308151001"", ""8699569150015""]","[""images/801/1.png"", ""images/801/2.png""]"
184,802,CLIN 300 MG AMP,8699508750061,"[""8699569750017"", ""8699814750045"", ""8699569750017"", ""8699814750045""]","[""images/802/1.png""]"
185,803,CLIN 600 MG AMP,8699508750405,"[""8699788750584"", ""8699569750024"", ""8699814750052"", ""8699788750584"", ""8699569750024"", ""8699814750052""]","[""images/803/1.png"", ""images/803/2.png""]"
186,805,CLOPIXOL 2 MG 50 TB,8699795090505,[],"[""images/805/1.png"", ""images/805/2.png""]"
187,806,CLOPIXOL 200 MG 1 AMP,8699795750201,[],"[""images/806/1.png"", ""images/806/2.png"", ""images/806/3.png""]"
188,808,CLOPIXOL 50 MG 1 AMP,8699795750225,[],"[""images/808/1.png"", ""images/808/2.png""]"
189,809,CLOPIXOL 20 ML DAMLA,8699795590012,[],"[""images/809/1.png"", ""images/809/2.png""]"
190,837,CONCOR 10 MG 30 TB,8699228090058,"[""8699262090618"", ""8699262090618""]","[""images/837/1.png""]"
191,838,CONCOR 5 MG 30 TB,8699228090041,"[""8699262090601"", ""8680199009538"", ""8699262090601""]","[""images/838/1.png""]"
192,841,CONTRAMAL 2 ML 5 AMP,8699514759188,[],"[""images/841/1.png"", ""images/841/2.png"", ""images/841/3.jpg""]"
193,842,CONTRAMAL 50 MG 20 KAP,8699514159162,[],"[""images/842/1.png"", ""images/842/2.png"", ""images/842/3.jpg""]"
194,846,CONVULEX 50 MG 100 ML PED SRP,8699510572729,"[""8699809575189""]","[""images/846/1.png""]"
195,856,CORASPIN 100 MG 30 TB,8699546130238,"[""8699514040019"", ""8699514040019""]","[""images/856/1.png""]"
196,857,CORASPIN 300 MG 30 TB,8699546130153,"[""8699514040033"", ""8699514040033""]","[""images/857/1.png""]"
197,858,CORDARONE-BT 200 MG 30 TB,8699809018020,[],"[""images/858/1.png""]"
198,864,CORTIMYCIN 5 GR GOZ POMADI,8699514440703,[],"[""images/864/1.png"", ""images/864/2.jpg"", ""images/864/3.png""]"
199,871,COZAAR 50 MG 28 TB,8683280337060,"[""8699536090252"", ""8699543090252"", ""8699536090252"", ""8699543090252""]","[""images/871/1.png""]"
200,879,CYCLO-PROGYNOVA 21 DRJ,8699546120048,[],"[""images/879/1.jpg"", ""images/879/2.png""]"
201,885,DANASIN 100 MG 100 KAP,8699828150091,[],"[""images/885/1.png""]"
202,886,DANASIN 200 MG 100 KAP,8699828150107,[],"[""images/886/1.png"", ""images/886/2.jpg""]"
203,887,DANASIN 50 MG 100 KAP,8699828150084,[],"[""images/887/1.png""]"
204,891,DAROB 80 MG 50 TB,8699548013010,[],"[""images/891/1.png""]"
205,895,DEBRIDAT FORT 200 MG 20 TB,8681308011053,"[""8699566015775"", ""8699566015768"", ""8681308011060"", ""8699566015775"", ""8699566015768"", ""8681308011060""]","[""images/895/1.jpg""]"
206,897,DEBRIDAT 100 MG 40 TB,8681308011077,"[""8699566015751"", ""8699566015751""]","[""images/897/1.png""]"
207,905,DEGASTROL 30 MG 14 KAP,8699525162564,"[""8699578162412"", ""8699680160030"", ""8699525162571"", ""8699578162429"", ""8699792152725"", ""8699536160016"", ""8699536160085"", ""8681911160018"", ""8699540160415"", ""8699578162412"", ""8699680160030"", ""8699525162571"", ""8699578162429"", ""8699792152725"", ""8699536160016"", ""8699536160085"", ""8681911160018"", ""8699540160415""]","[""images/905/1.png""]"
208,908,DEKLARIT 500 MG 14 TB,8699525092717,"[""8699536090146"", ""8699508090471"", ""8699559090499"", ""8681801090289"", ""8699828090090"", ""8699717090125"", ""8699548090479"", ""8699569090311"", ""8681911090070"", ""8699536090146"", ""8699536030029"", ""8699536030036"", ""8699508090471"", ""8699559090499"", ""8681801090289"", ""8699536030104"", ""8699828090090"", ""8699717090125"", ""8699548030864"", ""8699548090479"", ""8699569090311"", ""8681911090070""]","[""images/908/1.png""]"
209,909,DEKORT 0.50 MG 20 TB,8699525010186,[],"[""images/909/1.png""]"
210,910,DEKORT 0.75 MG 20 TB,8699525010209,[],"[""images/910/1.png""]"
211,911,DEKORT 5 ML DAMLA,8699525591616,"[""8699508610013"", ""8699839611437"", ""8680199611618"", ""8680199007312"", ""8699508610013"", ""8699839611437""]","[""images/911/1.png""]"
212,912,DEKORT 2 ML 1 AMP,8699525750228,"[""8680222750178"", ""8699788750324"", ""8699508750214"", ""8699814750229"", ""8699606756873"", ""8680222750178"", ""8699788750324"", ""8699508750214"", ""8699814750229"", ""8699606756873""]","[""images/912/1.png""]"
213,915,DELIX 2.5 MG 28 TB,8699809011625,"[""8699543010823"", ""8699543010823""]","[""images/915/1.jpg"", ""images/915/2.png"", ""images/915/3.jpg""]"
214,916,DELIX PLUS 2.5 MG 28 TB,8699809011632,"[""8699543010854"", ""8699543010854""]","[""images/916/1.png"", ""images/916/2.jpg""]"
215,917,DELIX 5 MG 28 TB,8699809011649,"[""8699543010830"", ""8699543010830""]","[""images/917/1.png"", ""images/917/2.png"", ""images/917/3.jpg""]"
216,918,DELIX PLUS 5 MG 28 TB,8699809011656,"[""8699543010861"", ""8699543010861""]","[""images/918/1.jpg"", ""images/918/2.png""]"
217,919,DELTACORTRIL 5 MG 20 TB,8681308019875,"[""8699525019981"", ""8699525019981""]","[""images/919/1.png""]"
218,921,DEMEPRAZOL 20 MG 14 KAP,8699525151513,"[""8699516153625"", ""8699792152114"", ""8699792152121"", ""8699516153625"", ""8699792152114"", ""8699792152121""]","[""images/921/1.png""]"
219,932,DEPAKIN CHRONO-BT 500 MG 30 TB,8699809037786,"[""8699514030423"", ""8699514030423""]","[""images/932/1.png""]"
220,933,DEPAKIN 40 ML ORAL SUSP,8699809595026,[],"[""images/933/1.png"", ""images/933/2.png""]"
221,935,DEPO-MEDROL 40 MG 1 FLK,8681308779991,[],"[""images/935/1.png""]"
222,936,DEPOPROVERA 150 MG 1 FLK,8681308771070,[],"[""images/936/1.jpg""]"
223,939,DEPOSILIN 1.2 10 ML 1 FLK,8699508270354,[],"[""images/939/1.png"", ""images/939/2.png""]"
224,940,DEPOSILIN 2.4 15 ML 1 FLK,8699508270361,[],"[""images/940/1.png"", ""images/940/2.png""]"
225,941,DEPOSILIN 6.3.3 10 ML 1 FLK,8699508270378,[],"[""images/941/1.png"", ""images/941/2.png""]"
226,943,DEPRENIL 50 MG 30 TB,8699792011190,"[""8699772120263"", ""8699586120060""]","[""images/943/1.jpg"", ""images/943/2.png"", ""images/943/3.png""]"
227,949,DERMATOP 30 GR KREM,8683517997234,"[""8699587354099"", ""8699587354099""]","[""images/949/1.jpg"", ""images/949/2.png""]"
228,950,DERMATOP 30 GR MERHEM,8699809381612,[],"[""images/950/1.png"", ""images/950/2.jpg""]"
229,951,DERMATOP 20 ML SOL,8683517997258,[],"[""images/951/1.png"", ""images/951/2.jpg""]"
230,952,DERMO-REST 5 ML TIRNAK SOL,8681801650902,"[""8681308651020"", ""8681308651020""]","[""images/952/1.jpg"", ""images/952/2.png"", ""images/952/3.jpg""]"
231,953,DERMO-REST 20 GR KREM,8681801350895,"[""8681308351005"", ""8681308351005""]","[""images/953/1.png"", ""images/953/2.jpg"", ""images/953/3.jpg""]"
232,954,DERMOTROSYD 20 GR KREM,8681308351005,"[""8681801350895"", ""8681801350895""]","[""images/954/1.png""]"
233,957,DERMOTROSYD 5 ML TIRNAK SOL,8681308651020,"[""8681801650902"", ""8681801650902""]","[""images/957/1.jpg"", ""images/957/2.png"", ""images/957/3.png""]"
234,960,DERMOVATE SAC LOSYONU 25 ML,8699522490738,"[""8699525498113"", ""8699525359483"", ""8680760350076"", ""8699512350059"", ""8699512490014"", ""8699522356294"", ""8680760490017"", ""8699525498113"", ""8699512490014"", ""8680760490017""]","[""images/960/1.jpg"", ""images/960/2.png""]"
235,963,DESAL 40 MG 50 TB,8699578010690,"[""8699578010713"", ""8684090010037"", ""8699809014008"", ""8699578010713"", ""8684090010037"", ""8699809014008""]","[""images/963/1.png"", ""images/963/2.jpg"", ""images/963/3.jpg""]"
236,966,DESEFIN 0.5 MG IM FLK,8699525272324,"[""8699526000117"", ""8699508270200"", ""8699541272414"", ""8699508270194"", ""8699569270041"", ""8680712270186"", ""8681801271046"", ""8681801271022"", ""8699814270161"", ""8699526000117"", ""8699541272414"", ""8699508270194"", ""8699569270041"", ""8680712270186"", ""8681801271022"", ""8699814270161""]","[""images/966/1.png""]"
237,968,DESEFIN 1 GR IM FLK,8699525272348,"[""8699526000131"", ""8680407100286"", ""8699541272513"", ""8699541272506"", ""8699569270065"", ""8680712270209"", ""8680712270216"", ""8699814270192"", ""8699508270224"", ""8681801271053"", ""8699508270217"", ""8681801271039"", ""8699814270185"", ""8699526000131"", ""8699541272513"", ""8699569270065"", ""8680712270209"", ""8699508270217"", ""8681801271039"", ""8699814270185""]","[""images/968/1.png""]"
238,970,DESFERAL 05 GR FLK,8699504790108,[],"[""images/970/1.png""]"
239,971,DESOLETT 21 TB,8683280337077,[],"[""images/971/1.png""]"
240,972,DESYREL 100 MG 30 TB,8699565093620,[],"[""images/972/1.png"", ""images/972/2.jpg"", ""images/972/3.png""]"
241,973,DESYREL 50 MG 30 TB,8699565093606,[],"[""images/973/1.png"", ""images/973/2.png"", ""images/973/3.jpg""]"
242,978,DEVAPEN 400 IU FLK,8699525270382,"[""8699508270088"", ""8699508270088""]","[""images/978/1.png"", ""images/978/2.png"", ""images/978/3.png""]"
243,979,DEVAPEN 800 IU FLK,8699525270399,"[""8699508270095"", ""8699508270095""]","[""images/979/1.png"", ""images/979/2.png"", ""images/979/3.png""]"
244,981,DEVIT-3 15 ML DAMLA,8699525590435,"[""8699828590026"", ""8699792594112"", ""8680131751570"", ""8699793000520"", ""8682472173042"", ""8699591590087"", ""8680265751002"", ""8699828590026"", ""8699792594112"", ""8680131751570"", ""8699793000520"", ""8682472173042"", ""8699591590087"", ""8680265751002""]","[""images/981/1.png""]"
245,982,DEVIT-3 1 ML AMP,8699525750426,"[""8699792754011"", ""8680400770622"", ""8699828750277"", ""8680265591004"", ""8699792754011"", ""8680400770622"", ""8699828750277"", ""8680265591004""]","[""images/982/1.png"", ""images/982/2.png"", ""images/982/3.png"", ""images/982/4.png""]"
246,996,DEXASINE 5 ML DAMLA,8699839611437,"[""8699508610013"", ""8699504710144"", ""8699525591616"", ""8680199611618"", ""8680199007312"", ""8699508610013"", ""8699525591616""]","[""images/996/1.jpg"", ""images/996/2.png""]"
247,999,DIAFURYL 100 MG 12 KAP,8699514159186,"[""8699540150256"", ""8699540150256""]","[""images/999/1.png"", ""images/999/2.png"", ""images/999/3.png""]"
248,1000,DIAFURYL 60 ML SUSP,8699514704683,"[""8699540700253"", ""8699540700253"", ""8680199014877""]","[""images/1000/1.png"", ""images/1000/2.png"", ""images/1000/3.png""]"
249,1004,DIANE 21 DRJ,8699546120031,"[""8699769120016"", ""8699769120016""]","[""images/1004/1.jpg"", ""images/1004/2.png"", ""images/1004/3.jpg""]"
250,1006,DIAZEM 10 MG 25 KAP,8699525150486,[],"[""images/1006/1.png""]"
251,1007,DIAZEM 2 MG 25 KAP,8699525150462,[],"[""images/1007/1.png""]"
252,1008,DIAZEM 5 MG 25 KAP,8699525150448,"[""8699511010145"", ""8699511010145""]","[""images/1008/1.png""]"
253,1009,DIAZEM 2 ML 10 AMP,8699525750495,[],"[""images/1009/1.png""]"
254,1010,DIAZEPAM DESITIN 10 MG 5 TUP,8699617650160,"[""8699844651732"", ""8699844651732""]","[""images/1010/1.png""]"
255,1011,DIAZEPAM DESITIN 5 MG 5 TUP,8699617650153,"[""8699844651725"", ""8699844651725""]","[""images/1011/1.png""]"
256,1012,DIAZOMID 250 MG 10 TB,8699809018105,[],"[""images/1012/1.png""]"
257,1013,DICETEL 50 MG 40 TB,8699820090395,"[""8699525099730"", ""8699525099747"", ""8699514094449"", ""8699514094432"", ""8699543092409"", ""8699543092416"", ""8699580090680"", ""8699580090697"", ""8699293094050"", ""8699293094043"", ""8699569093114"", ""8699548094682"", ""8699569093107"", ""8699578092085"", ""8699578092092"", ""8699525099730"", ""8699525099747"", ""8699514094449"", ""8699514094432"", ""8699543092409"", ""8699543092416"", ""8699580090680"", ""8699580090697"", ""8699293094050"", ""8699293094043"", ""8699569093114"", ""8699548094682"", ""8699569093107""]","[""images/1013/1.png"", ""images/1013/2.png""]"
258,1015,DICLOFLAM 50 MG 20 DRJ,8699566125429,"[""8699514129110"", ""8699504120097"", ""8699772120102"", ""8699504040012"", ""8699514129110"", ""8680760120037"", ""8699504120097"", ""8699525134028"", ""8699511120011"", ""8698978090035"", ""8699772120102""]","[""images/1015/1.png""]"
259,1016,DICLOMEC 3 ML 10 AMP,8699514759416,"[""8699514759409"", ""8699788751512"", ""8699788751536"", ""8699844750473"", ""8697637750020"", ""8699814750274"", ""8699525752253"", ""8699525752239"", ""8699514759409"", ""8699788751512"", ""8699788751536"", ""8699844750473"", ""8697637750020"", ""8699814750274"", ""8699525752253"", ""8699525752239""]","[""images/1016/1.png"", ""images/1016/2.png"", ""images/1016/3.jpg"", ""images/1016/4.png""]"
260,1017,DICLOMEC 3 ML 4 AMP,8699514759409,"[""8699514759416"", ""8699788751512"", ""8699788751536"", ""8699844750473"", ""8697637750020"", ""8699814750274"", ""8699525752253"", ""8699525752239"", ""8699514759416"", ""8699788751512"", ""8699788751536"", ""8699844750473"", ""8697637750020"", ""8699814750274"", ""8699525752253"", ""8699525752239""]","[""images/1017/1.jpg"", ""images/1017/2.png"", ""images/1017/3.png""]"
261,1018,DICLOMEC 50 GR JEL,8699514346302,"[""8699525342812"", ""8699578340612"", ""8699512340012"", ""8699792341235"", ""8699479340018"", ""8680760340015"", ""8681291340079"", ""8699514340188"", ""8699525342812"", ""8699578340612"", ""8699512340012"", ""8699792341235"", ""8699479340018"", ""8680760340015"", ""8681291340079""]","[""images/1018/1.png"", ""images/1018/2.png"", ""images/1018/3.png""]"
262,1019,DIDERAL 40 MG 50 TB,8682340179008,[],"[""images/1019/1.png"", ""images/1019/2.png"", ""images/1019/3.jpg"", ""images/1019/4.png""]"
