Sira_ID,API_ID,Urun_Ismi,Urun_Barkodu,Muadil_Barkodlari
207,905,DEGASTROL 30 MG 14 KAP,8699525162564,"[""8699578162412"", ""8699680160030"", ""8699525162571"", ""8699578162429"", ""8699792152725"", ""8699536160016"", ""8699536160085"", ""8681911160018"", ""8699540160415"", ""8699578162412"", ""8699680160030"", ""8699525162571"", ""8699578162429"", ""8699792152725"", ""8699536160016"", ""8699536160085"", ""8681911160018"", ""8699540160415""]"
208,908,DEKLARIT 500 MG 14 TB,8699525092717,"[""8699536090146"", ""8699508090471"", ""8699559090499"", ""8681801090289"", ""8699828090090"", ""8699717090125"", ""8699548090479"", ""8699569090311"", ""8681911090070"", ""8699536090146"", ""8699536030029"", ""8699536030036"", ""8699508090471"", ""8699559090499"", ""8681801090289"", ""8699536030104"", ""8699828090090"", ""8699717090125"", ""8699548030864"", ""8699548090479"", ""8699569090311"", ""8681911090070""]"
209,909,DEKORT 0.50 MG 20 TB,8699525010186,[]
210,910,DEKORT 0.75 MG 20 TB,8699525010209,[]
211,911,DEKORT 5 ML DAMLA,8699525591616,"[""8699508610013"", ""8699839611437"", ""8680199611618"", ""8680199007312"", ""8699508610013"", ""8699839611437""]"
212,912,DEKORT 2 ML 1 AMP,8699525750228,"[""8680222750178"", ""8699788750324"", ""8699508750214"", ""8699814750229"", ""8699606756873"", ""8680222750178"", ""8699788750324"", ""8699508750214"", ""8699814750229"", ""8699606756873""]"
213,915,DELIX 2.5 MG 28 TB,8699809011625,"[""8699543010823"", ""8699543010823""]"
214,916,DELIX PLUS 2.5 MG 28 TB,8699809011632,"[""8699543010854"", ""8699543010854""]"
215,917,DELIX 5 MG 28 TB,8699809011649,"[""8699543010830"", ""8699543010830""]"
216,918,DELIX PLUS 5 MG 28 TB,8699809011656,"[""8699543010861"", ""8699543010861""]"
217,919,DELTACORTRIL 5 MG 20 TB,8681308019875,"[""8699525019981"", ""8699525019981""]"
218,921,DEMEPRAZOL 20 MG 14 KAP,8699525151513,"[""8699516153625"", ""8699792152114"", ""8699792152121"", ""8699516153625"", ""8699792152114"", ""8699792152121""]"
219,932,DEPAKIN CHRONO-BT 500 MG 30 TB,8699809037786,"[""8699514030423"", ""8699514030423""]"
220,933,DEPAKIN 40 ML ORAL SUSP,8699809595026,[]
221,935,DEPO-MEDROL 40 MG 1 FLK,8681308779991,[]
222,936,DEPOPROVERA 150 MG 1 FLK,8681308771070,[]
223,939,DEPOSILIN 1.2 10 ML 1 FLK,8699508270354,[]
224,940,DEPOSILIN 2.4 15 ML 1 FLK,8699508270361,[]
225,941,DEPOSILIN 6.3.3 10 ML 1 FLK,8699508270378,[]
226,943,DEPRENIL 50 MG 30 TB,8699792011190,"[""8699772120263"", ""8699586120060""]"
227,949,DERMATOP 30 GR KREM,8683517997234,"[""8699587354099"", ""8699587354099""]"
228,950,DERMATOP 30 GR MERHEM,8699809381612,[]
229,951,DERMATOP 20 ML SOL,8683517997258,[]
230,952,DERMO-REST 5 ML TIRNAK SOL,8681801650902,"[""8681308651020"", ""8681308651020""]"
231,953,DERMO-REST 20 GR KREM,8681801350895,"[""8681308351005"", ""8681308351005""]"
232,954,DERMOTROSYD 20 GR KREM,8681308351005,"[""8681801350895"", ""8681801350895""]"
233,957,DERMOTROSYD 5 ML TIRNAK SOL,8681308651020,"[""8681801650902"", ""8681801650902""]"
234,960,DERMOVATE SAC LOSYONU 25 ML,8699522490738,"[""8699525498113"", ""8699525359483"", ""8680760350076"", ""8699512350059"", ""8699512490014"", ""8699522356294"", ""8680760490017"", ""8699525498113"", ""8699512490014"", ""8680760490017""]"
235,963,DESAL 40 MG 50 TB,8699578010690,"[""8699578010713"", ""8684090010037"", ""8699809014008"", ""8699578010713"", ""8684090010037"", ""8699809014008""]"
236,966,DESEFIN 0.5 MG IM FLK,8699525272324,"[""8699526000117"", ""8699508270200"", ""8699541272414"", ""8699508270194"", ""8699569270041"", ""8680712270186"", ""8681801271046"", ""8681801271022"", ""8699814270161"", ""8699526000117"", ""8699541272414"", ""8699508270194"", ""8699569270041"", ""8680712270186"", ""8681801271022"", ""8699814270161""]"
237,968,DESEFIN 1 GR IM FLK,8699525272348,"[""8699526000131"", ""8680407100286"", ""8699541272513"", ""8699541272506"", ""8699569270065"", ""8680712270209"", ""8680712270216"", ""8699814270192"", ""8699508270224"", ""8681801271053"", ""8699508270217"", ""8681801271039"", ""8699814270185"", ""8699526000131"", ""8699541272513"", ""8699569270065"", ""8680712270209"", ""8699508270217"", ""8681801271039"", ""8699814270185""]"
238,970,DESFERAL 05 GR FLK,8699504790108,[]
239,971,DESOLETT 21 TB,8683280337077,[]
240,972,DESYREL 100 MG 30 TB,8699565093620,[]
241,973,DESYREL 50 MG 30 TB,8699565093606,[]
242,978,DEVAPEN 400 IU FLK,8699525270382,"[""8699508270088"", ""8699508270088""]"
243,979,DEVAPEN 800 IU FLK,8699525270399,"[""8699508270095"", ""8699508270095""]"
244,981,DEVIT-3 15 ML DAMLA,8699525590435,"[""8699828590026"", ""8699792594112"", ""8680131751570"", ""8699793000520"", ""8682472173042"", ""8699591590087"", ""8680265751002"", ""8699828590026"", ""8699792594112"", ""8680131751570"", ""8699793000520"", ""8682472173042"", ""8699591590087"", ""8680265751002""]"
245,982,DEVIT-3 1 ML AMP,8699525750426,"[""8699792754011"", ""8680400770622"", ""8699828750277"", ""8680265591004"", ""8699792754011"", ""8680400770622"", ""8699828750277"", ""8680265591004""]"
246,996,DEXASINE 5 ML DAMLA,8699839611437,"[""8699508610013"", ""8699504710144"", ""8699525591616"", ""8680199611618"", ""8680199007312"", ""8699508610013"", ""8699525591616""]"
247,999,DIAFURYL 100 MG 12 KAP,8699514159186,"[""8699540150256"", ""8699540150256""]"
248,1000,DIAFURYL 60 ML SUSP,8699514704683,"[""8699540700253"", ""8699540700253"", ""8680199014877""]"
249,1004,DIANE 21 DRJ,8699546120031,"[""8699769120016"", ""8699769120016""]"
250,1006,DIAZEM 10 MG 25 KAP,8699525150486,[]
251,1007,DIAZEM 2 MG 25 KAP,8699525150462,[]
252,1008,DIAZEM 5 MG 25 KAP,8699525150448,"[""8699511010145"", ""8699511010145""]"
253,1009,DIAZEM 2 ML 10 AMP,8699525750495,[]
254,1010,DIAZEPAM DESITIN 10 MG 5 TUP,8699617650160,"[""8699844651732"", ""8699844651732""]"
255,1011,DIAZEPAM DESITIN 5 MG 5 TUP,8699617650153,"[""8699844651725"", ""8699844651725""]"
256,1012,DIAZOMID 250 MG 10 TB,8699809018105,[]
257,1013,DICETEL 50 MG 40 TB,8699820090395,"[""8699525099730"", ""8699525099747"", ""8699514094449"", ""8699514094432"", ""8699543092409"", ""8699543092416"", ""8699580090680"", ""8699580090697"", ""8699293094050"", ""8699293094043"", ""8699569093114"", ""8699548094682"", ""8699569093107"", ""8699578092085"", ""8699578092092"", ""8699525099730"", ""8699525099747"", ""8699514094449"", ""8699514094432"", ""8699543092409"", ""8699543092416"", ""8699580090680"", ""8699580090697"", ""8699293094050"", ""8699293094043"", ""8699569093114"", ""8699548094682"", ""8699569093107""]"
258,1015,DICLOFLAM 50 MG 20 DRJ,8699566125429,"[""8699514129110"", ""8699504120097"", ""8699772120102"", ""8699504040012"", ""8699514129110"", ""8680760120037"", ""8699504120097"", ""8699525134028"", ""8699511120011"", ""8698978090035"", ""8699772120102""]"
259,1016,DICLOMEC 3 ML 10 AMP,8699514759416,"[""8699514759409"", ""8699788751512"", ""8699788751536"", ""8699844750473"", ""8697637750020"", ""8699814750274"", ""8699525752253"", ""8699525752239"", ""8699514759409"", ""8699788751512"", ""8699788751536"", ""8699844750473"", ""8697637750020"", ""8699814750274"", ""8699525752253"", ""8699525752239""]"
260,1017,DICLOMEC 3 ML 4 AMP,8699514759409,"[""8699514759416"", ""8699788751512"", ""8699788751536"", ""8699844750473"", ""8697637750020"", ""8699814750274"", ""8699525752253"", ""8699525752239"", ""8699514759416"", ""8699788751512"", ""8699788751536"", ""8699844750473"", ""8697637750020"", ""8699814750274"", ""8699525752253"", ""8699525752239""]"
261,1018,DICLOMEC 50 GR JEL,8699514346302,"[""8699525342812"", ""8699578340612"", ""8699512340012"", ""8699792341235"", ""8699479340018"", ""8680760340015"", ""8681291340079"", ""8699514340188"", ""8699525342812"", ""8699578340612"", ""8699512340012"", ""8699792341235"", ""8699479340018"", ""8680760340015"", ""8681291340079""]"
262,1019,DIDERAL 40 MG 50 TB,8682340179008,[]
263,1022,DIFENAK 100 MG 10 TB,8699792011220,"[""8699504030020"", ""8699525031815"", ""8699504030037"", ""8699504030020"", ""8699514039280"", ""8699525031815""]"
264,1024,DIFFERIN 30 GR JEL,8699586342608,"[""8699789380070"", ""8699512008790""]"
265,1025,DIFILIN 300 MG 6 AMP,8699525750525,[]
266,1029,DIGOXIN 2 ML 5 AMP,8699708751813,[]
267,1030,DIGOXIN 05 ML COZELTI DAMLA,8699708590054,[]
268,1032,DIGOXIN 0.25 MG 50 TB,8699708011672,[]
269,1033,DIKLORON 75 MG 3 ML 10 IM AMP,8699525752253,"[""8699514759409"", ""8699514759416"", ""8699788751512"", ""8699788751536"", ""8699844750473"", ""8697637750020"", ""8699814750274"", ""8699525752239"", ""8699514759409"", ""8699514759416"", ""8699788751512"", ""8699788751536"", ""8699844750473"", ""8697637750020"", ""8699814750274"", ""8699525752239""]"
270,1035,DIKLORON 25 MG 30 TB,8699525131676,[]
271,1036,DIKLORON 75 MG 3 ML 4 IM AMP,8699525752239,"[""8699514759409"", ""8699514759416"", ""8699788751512"", ""8699788751536"", ""8699844750473"", ""8697637750020"", ""8699814750274"", ""8699525752253"", ""8699514759409"", ""8699514759416"", ""8699788751512"", ""8699788751536"", ""8699844750473"", ""8697637750020"", ""8699814750274"", ""8699525752253""]"
272,1038,DIKLORON RETARD 100 MG 10 TB,8699525031815,"[""8699504030037"", ""8699504030020"", ""8699514039280"", ""8699792011220"", ""8699504030037"", ""8699504030020"", ""8699514039280"", ""8699792011220""]"
273,1041,DILOPIN 5 MG 20 TB,8698778010622,"[""8699536010229"", ""8699525015990"", ""8699525014092"", ""8699532015327"", ""8699502012820"", ""8699638014293"", ""8699511010114"", ""8699532014078"", ""8699578012823"", ""8699578012847"", ""8699536010229"", ""8699525015990"", ""8699525014092"", ""8699532015327"", ""8699502012820"", ""8699638014293"", ""8699511010114"", ""8699532014078"", ""8699578012823"", ""8699578012847""]"
274,1044,DILTIZEM 30 MG 48 TB,8699541030014,[]
275,1045,DILTIZEM 60 MG 48 TB,8699541030106,[]
276,1046,DILTIZEM 25 MG AMP,8699541791700,[]
277,1047,DILTIZEM SR 120 MG 48 TB,8699541030205,[]
278,1049,DILTIZEM SR 90 MG MG 48 TB,8699541030304,[]
279,1050,DIOVAN 80 MG 28 TB,8699504090703,"[""8699536091266"", ""8699536091266""]"
280,1056,DIPROSPAN 1 ML 1 AMP,8683280337084,"[""8699828750574"", ""8680400771155"", ""8699828750574"", ""8680400771155""]"
281,1057,DISINOL 10 ML SOL,8699828650010,[]
282,1066,DIVINA 21 TB,8699514016717,[]
283,1073,DODEX 1 MG 1 ML 5 AMP,8699525750556,"[""8681986160005"", ""8699514750116"", ""8699293754817"", ""8681986160005"", ""8699514750116"", ""8699293754817""]"
284,1081,DOLGIT 50 GR KREM,8699587351661,"[""8680760350021"", ""8699578341220"", ""8699717340015"", ""8680760350021""]"
285,1082,DOLADAMON P 20 DRJ,8699508120086,[]
286,1084,DOLOREX 50 MG 20 DRJ,8699514129110,"[""8699566125429"", ""8699504120097"", ""8699772120102"", ""8699566125429"", ""8699504040012"", ""8680760120037"", ""8699504120097"", ""8699525134028"", ""8699511120011"", ""8698978090035"", ""8699772120102""]"
287,1085,DOLPHIN 500 MG 10 TB,8699536090078,[]
288,1100,DRAMAMINE 1 ML 5 AMP,8699543750019,[]
289,1101,DRAMAMINE 50 MG 12 TB,8699543010045,[]
290,1105,DULCARYL 1/4 MG 100 TB,8699569000037,[]
291,1106,DULCARYL 1/4 MG 500 TB,8699569000044,[]
292,1124,DUOCID 375 MG 10 TB,8681308091253,"[""8681308091246"", ""8699508090587"", ""8699508090570"", ""8699508090457"", ""8681308091246"", ""8699508090587"", ""8699508090570"", ""8699508090457""]"
293,1127,DUODERM 15 ML SOL,8699561650025,[]
294,1132,DUPHASTON 10 MG 20 TB,8699820010065,[]
295,1137,DUSPATALIN 100 MG 50 DRJ,8699820120030,[]
296,1159,EFEMOLINE 5 ML DAMLA,8680177220016,[]
297,1172,ELOCON 30 ML LOSYON,8683280337114,"[""8699566484359"", ""8699569480037"", ""8699561480035""]"
298,1173,ELOCON 30 GR POMAD,8683280337138,"[""8699527370028"", ""8699512120027"", ""8699561380014"", ""8699569380030"", ""8699527370028"", ""8699512120027"", ""8699561380014"", ""8699569380030""]"
299,1175,EMEDUR 100 MG 5 SUPP,8683060890044,[]
300,1177,EMEDUR 200 MG 6 AMP,8683060750072,[]
301,1179,EMLA 5 GR KREM,8699874080502,"[""8680133000478"", ""8680133000621"", ""8680955350027"", ""8680955350010"", ""8699525350091""]"
302,1184,ENAPRIL 10 MG 20 TB,8699516015169,"[""8699540010604"", ""8699540010604""]"
303,1185,ENAPRIL 20 MG 20 TB,8699516015152,[]
304,1186,ENAPRIL 5 MG 20 TB,8699516015176,"[""8699540010505"", ""8699540010505""]"
305,1189,ENDOL 25 MG 25 KAP,8699525150585,[]
306,1190,ENDOL 100 MG 10 SUPP,8699525890597,[]
307,1195,ENDOXAN 1000 MG FLK,8681413881039,[]
308,1196,ENDOXAN 500 MG FLK,8681413881046,[]
309,1197,ENDOXAN 50 MG 50 DRJ,8699586122859,[]
310,1203,ENGERIX PED 10 MCG 0.5 ML SRNG,8699522967117,[]
311,1204,ENGERIX ADULT 20 MCG 1 ML SRNG,8699522967216,[]
312,1212,ENJ  5 CC 2 PRC YESIL (TIPSET),8699207205213,[]
313,1214,ENJ 10 CC 3 PRC SIYAH (TIPSET),8699207310221,[]
314,1215,ENJ 10 CC 3 PRC YESIL (TIPSET),8699207310214,[]
315,1216,ENJ 2 CC 3 PRC YESIL (TIPSET),8699207302219,[]
316,1217,ENJ 2 CC 3 PRC SIYAH (TIPSET),8699207302226,[]
317,1218,ENJ  5 CC 3 PRC SIYAH (TIPSET),8699207305227,[]
318,1219,ENJ 5 CC 3 PRC YESIL (TIPSET),8699207305210,[]
319,1223,ENSURE CILEK SOL 250 ML,8699548990878,"[""8699548990366"", ""8699548990366"", ""8699548990298""]"
320,1224,ENSURE KAKAO SOL 250 ML,8699548990366,"[""8699548990878"", ""8699548990878"", ""8699548990298""]"
321,1229,ENSURE VANILYA SOL 250 ML,8699548990298,"[""8699548990878"", ""8699548990366""]"
322,1231,EPANUTIN 100 MG 100 KAP,8699756150309,"[""8699584010721""]"
323,1234,EPDANTOINE 100 MG 100 TB,8699584010721,"[""8699756150309""]"
324,1242,EPIVIR 150 MG 60 TB,8699522092666,[]
325,1243,EPIVIR 240 ML ORAL SOL,8699522592654,[]
326,1252,ERGAFEIN 150 MG 20 DRJ,8699508120093,[]
327,1273,ESTROFEM 2 MG 28 TB,8699676090266,[]
328,1284,ETOL 400 MG 14 TB,8699540091115,"[""8699511091786"", ""8699580090321"", ""8699511098457"", ""8699033090014"", ""8681911090193"", ""8699511091786"", ""8699580090321"", ""8681911090193""]"
329,1298,EVICAP 100 MG 30 KAP,8699828190080,[]
330,1299,EVICAP 200 MG 30 KAP,8699828190097,"[""033984035058""]"
331,1300,EVICAP 400 MG 30 KAP,8699828190127,"[""033984035409""]"
332,1301,EVIGEN 300 MG 5 AMP,8684090750018,"[""8699788751659"", ""8699788751659""]"
333,1303,EXCIPIAL HYDRO 200 ML SOL,8699586462450,[]
334,1304,EXCIPIAL LIPO 200 ML SOL,8699586462443,[]
335,1308,EXELON 1.5 MG 28 KAP,8699504150254,[]
336,1309,EXELON 3 MG 28 KAP,8699504150308,[]
337,1310,EXELON 4.5 MG 28 KAP,8699504150353,[]
338,1311,EXELON 6 MG 28 KAP,8699504150407,[]
339,1312,EXOCIN 5 ML DAMLA,8699490561119,"[""8699702611540"", ""8699702611540""]"
340,1313,EXODERIL %1 30 GR KREM,8699516350680,"[""8680771491072"", ""8680131752362"", ""8699514350125"", ""8699819351704"", ""8684278010033"", ""8699293351009"", ""8681728350015"", ""8699738350666"", ""8699792353832"", ""8680771491072"", ""8680131752362"", ""8699514350125"", ""8699819351704"", ""8684278010033"", ""8699293351009"", ""8681728350015"", ""8699738350666"", ""8699792353832""]"
341,1314,EXODERIL 20 ML SPREY,8699516510695,"[""8680131752454"", ""8699514510062"", ""8699293510994"", ""8681728650016"", ""8699738650018"", ""8680131752454"", ""8699514510062"", ""8680771491089"", ""8699293510994"", ""8681728650016"", ""8699738650018""]"
342,1316,EXPIGMENT %0.2 30 GR KREM,8699561350055,[]
343,1317,EXPIGMENT %0.4 30 GR KREM,8699561350062,[]
344,1318,EYE VISOL 5 ML GOZ DAMLASI,8699569610045,"[""8683873461424"", ""8683873461424""]"
345,1324,FAMODIN 20 MG 60 TB,8699516094164,"[""8681911010054"", ""8681911010054""]"
346,1325,FAMODIN 40 MG 30 TB,8699516094171,"[""8699792011305"", ""8699560090020"", ""8699578091026"", ""8681911010061"", ""8699792011305"", ""8699560090020"", ""8699578091026"", ""8681911010061""]"
347,1329,FAMOSER 40 MG 30 TB,8699578091026,"[""8699792011305"", ""8699560090020"", ""8681911010061"", ""8699516094171"", ""8699792011305"", ""8699560090020"", ""8681911010061"", ""8699516094171""]"
348,1355,FAVERIN 100 MG 30 TB,8699820090029,[]
349,1357,FELDEN FLASH 20 MG 10 TB,8681308011152,"[""8699822010100""]"
350,1363,FENISTIL 30 GR JEL,8681291340178,"[""8699566340082"", ""8699566340082""]"
351,1369,FERPLEX 40 MG 10 FLK,8699514655657,"[""8699828590033"", ""8699591650279"", ""8699828590033"", ""8699580210149""]"
352,1373,FERROSANOL DUO 567.7 MG 20 KAP,8699587161116,"[""8699772157054""]"
353,1374,FERROSANOL 150 ML SRP,8699587571120,[]
354,1376,FERRUM FORT 100 MG 30 TB,8699514095613,"[""8699566096286"", ""8697943090025"", ""8699514085621"", ""8699566096286"", ""8697943090025""]"
355,1378,FERRUM 30 ML DAMLA,8699514595571,"[""8699591590049"", ""8699591590049""]"
356,1379,FERRUM 150 ML SRP,8699514575535,"[""8699566576276"", ""8699566576276""]"
357,1390,FLAGENTYL 500 MG 4 TB,8699586090257,[]
358,1391,FLAGYL 500 MG 20 TB,8699809098572,"[""8699508090075"", ""8699508090075""]"
359,1392,FLAGYL ORAL 120 ML SUSP,8699809706644,"[""8699508700042""]"
360,1393,FLANTADIN 30 MG 10 TB,8699809010178,[]
361,1394,FLANTADIN 6 MG 20 TB,8699809010192,[]
362,1395,FLAREX 5 ML OFT DAMLA,8699839611468,"[""8699490571033"", ""8680199013771"", ""8699490571033""]"
363,1403,FLEXO 2 ML 1 AMP,8699566755107,"[""8698856750167"", ""8699525756275"", ""8699772750439"", ""8699587753472"", ""8699844750480"", ""8698856750167"", ""8699525756275"", ""8699772750439"", ""8699587753472"", ""8699844750480""]"
364,1404,FLEXO 40 GR JEL,8699566344288,"[""8699525346117"", ""8698856340146"", ""8699772340456"", ""8699525346117"", ""8698856340146"", ""8699772340456""]"
365,1405,FLIXONASE AQUA 50 MCG SPREY,8699522543014,"[""8699580540017"", ""8680199547580"", ""8699580540017"", ""8680199547580""]"
366,1406,FLIXOTIDE 100 MCG DISKUS,8699522553570,[]
367,1408,FLIXOTIDE 250 MCG DISKUS,8699522553594,[]
368,1414,FLUANXOL 20 MG AMP,8699795750232,[]
369,1415,FLUANXOL 3 MG 50 TB,8699795091076,[]
370,1418,FLUCAN 150 MG 1 KAP,8681308151056,"[""8681308151049"", ""8681308151063"", ""8699578151089"", ""8699508150212"", ""8699578151072"", ""8699536150093"", ""8699536150086"", ""8680881151125"", ""8680199154023"", ""8681308151063"", ""8699578151089"", ""8699508150212"", ""8699578151072"", ""8699536150093"", ""8699536150086"", ""8680881151125""]"
371,1419,FLUCAN 150 MG 2 KAP,8681308151063,"[""8681308151049"", ""8699578151089"", ""8699508150212"", ""8681308151056"", ""8699578151072"", ""8699536150093"", ""8699536150086"", ""8680881151125"", ""8680199154023"", ""8699578151089"", ""8699508150212"", ""8681308151056"", ""8699578151072"", ""8699536150093"", ""8699536150086"", ""8680881151125""]"
372,1423,FLUDEX SR 1.5 MG 30 TB,8699552030201,"[""8699543030043"", ""8699536030012"", ""8699543030043"", ""8699536030012""]"
373,1424,FLUDIN 2.5 MG 30 TB,8699511090154,"[""8699536090481"", ""8699792011336"", ""8699536090481"", ""8699792011336""]"
374,1434,FLUPAMID 2.5 MG 60 TB,8699536090481,"[""8699511090154"", ""8699792011336"", ""8699511090154"", ""8699792011336""]"
375,1438,FLUZOLE 100 MG 7 KAP,8699578151102,"[""8681308151032"", ""8699536150109"", ""8681308151032"", ""8699536150109""]"
376,1439,FLUZOLE 150 MG 2 KAP,8699578151089,"[""8681308151049"", ""8681308151063"", ""8699508150212"", ""8681308151056"", ""8699578151072"", ""8699536150093"", ""8699536150086"", ""8680881151125"", ""8680199154023"", ""8681308151063"", ""8699508150212"", ""8681308151056"", ""8699578151072"", ""8699536150093"", ""8699536150086"", ""8680881151125""]"
377,1440,FLUZOLE 150 MG 1 KAP,8699578151072,"[""8681308151049"", ""8681308151063"", ""8699578151089"", ""8699508150212"", ""8681308151056"", ""8699536150093"", ""8699536150086"", ""8680881151125"", ""8680199154023"", ""8681308151063"", ""8699578151089"", ""8699508150212"", ""8681308151056"", ""8699536150093"", ""8699536150086"", ""8680881151125""]"
378,1442,FML 5 ML DAMLA,8699490571033,"[""8699839611468"", ""8680199013771"", ""8699839611468""]"
379,1455,FORSEF 0.5 MG IM FLK,8699569270041,"[""8699526000117"", ""8699508270200"", ""8699541272414"", ""8699525272324"", ""8699508270194"", ""8680712270186"", ""8681801271046"", ""8681801271022"", ""8699814270161"", ""8699526000117"", ""8699541272414"", ""8699525272324"", ""8699508270194"", ""8680712270186"", ""8681801271022"", ""8699814270161""]"
